test_name,mapped_to_group,tier,group_patients,group_measurements
ANTI-XA (LOVENOX) BLOOD (TEST:EL:5200008233),low_molecular_weight_heparin_induced_platelet_ab,1,730,2811
ANTI-XA APIXABAN BLOOD (TEST:EL:52900002319),apixaban,1,794,2332
ANTI-XA FONDA (TEST:NHHEPFON),fondaparinux,1,78,645
ANTI-XA LOVENOX (TEST:NHHEPLOV),heparin_low_molecular_weight,1,468,5828
ANTICARDIOLIP IGG (TEST:NCIGGCAR),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIP IGM (TEST:NCIGMCAR),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGG (TEST:BHACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:BIACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:DISQE-ACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:MCSQ-ACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:MHACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:MHSQ-ACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:NHSQE-ACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:VHSQE-ACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:WCACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG (TEST:WHACLIGG),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG BLOOD (TEST:EL:5200000586),cardiolipin_ab_igg,1,756,3266
ANTICARDIOLIPIN IGG BLOOD (TEST:EL:5200015896),phospholipid_ab_igg,1,448,1131
ANTICARDIOLIPIN IGM (TEST:BHACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:BIACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:DISQE-ACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:MCSQ-ACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:MHACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:MHSQ-ACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:NHSQE-ACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:VHSQE-ACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:WCACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM (TEST:WHACLIGM),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM BLOOD (TEST:EL:5200000587),cardiolipin_ab_igm,1,756,3199
ANTICARDIOLIPIN IGM BLOOD (TEST:EL:5200015897),phospholipid_ab_igm,1,448,1131
ANTITHRBOMBIN ANTIGEN (TEST:NCSQE-ATTA),antithrombin_ag_actual/normal,1,272,743
ANTITHRBOMBIN ANTIGEN BLOOD (TEST:EL:5200001741),antithrombin_ag_actual/normal,1,272,743
"ANTITHROMBIN 3 FUNCTNL, PLASMA (TEST:WC601.3000)",antithrombin_actual/normal,1,786,3367
ANTITHROMBIN ACTIVITY (TEST:NCATTF),antithrombin_actual/normal,1,786,3367
"ANTITHROMBIN ACTIVITY, P (TEST:FCATTF1)",antithrombin_actual/normal,1,786,3367
"ANTITHROMBIN ACTIVITY, P (TEST:MCSQ-ATTF1)",antithrombin_actual/normal,1,786,3367
"ANTITHROMBIN ACTIVITY, P (TEST:NCSQE-ATTF1)",antithrombin_actual/normal,1,786,3367
ANTITHROMBIN AG (TEST:NCATTA),antithrombin_ag_actual/normal,1,272,743
ANTITHROMBIN III (MGH) (TEST:SH200.1001),antithrombin_ag,1,16,37
ANTITHROMBIN III (TEST:EL:5200001724),antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III (TEST:MCSQ-AT3),antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III (TEST:MH197),antithrombin,1,1,3
ANTITHROMBIN III (TEST:WCAT3),antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III (TEST:WH201.2651),antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III ACTIVITY (TEST:FC50.0040),antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III ACTIVITY BLOOD (TEST:EL:5200001744),antithrombin_actual/normal,1,786,3367
"ANTITHROMBIN III ACTIVITY, P (TEST:FC73.0600)",antithrombin_actual/normal,1,786,3367
ANTITHROMBIN III AG (TEST:EL:5200001725),antithrombin_ag_actual/normal,1,272,743
"ANTITHROMBIN, ENZYMATIC BLOOD (TEST:EL:5290006287)",antithrombin_actual/normal,1,786,3367
APC RESISTANCE (TEST:NHAPCRT),activated_protein_c_resistance,1,722,2745
APC-RESISTANCE SCRN. (TEST:BCAPCRS),activated_protein_c_resistance,1,722,2745
APC-RESISTANCE SCRN. (TEST:EL:5200001478),activated_protein_c_resistance,1,722,2745
APC-RESISTANCE SCRN. (TEST:MCSQ-APCRS),activated_protein_c_resistance,1,722,2745
APC-RESISTANCE SCRN. (TEST:WCAPCRS),activated_protein_c_resistance,1,722,2745
APCR (TEST:BH1-281),activated_protein_c_resistance,1,722,2745
APCR MUTATION (TEST:FC69.5075),f5_gene_targeted_mutation_analysis,1,34,66
APCRV RATIO (TEST:BCAPCRR),activated_protein_c_resistance,1,722,2745
APCRV RATIO (TEST:DCSQE-APCRR),activated_protein_c_resistance,1,722,2745
APCRV RATIO (TEST:FCAPCRR),activated_protein_c_resistance,1,722,2745
APCRV RATIO (TEST:MCSQ-APCRR),activated_protein_c_resistance,1,722,2745
APCRV RATIO (TEST:NCAPCR1),activated_protein_c_resistance,1,722,2745
APCRV RATIO (TEST:NCSQE-APCRR),activated_protein_c_resistance,1,722,2745
APIXABAN (TEST:MCSQ-APIXAB),apixaban,1,794,2332
APIXABAN BLOOD (TEST:EL:5200001503),apixaban,1,794,2332
APO B (TEST:BC1-1990),apolipoprotein_b,1,19,46
APO CIII-0/2 RATIO (TEST:MCSQ-CDG6),apolipoprotein_ciii-0/apolipoprotein_ciii-2,1,2,4
APO CIII-0/2 RATIO BLOOD (TEST:EL:5290000147),apolipoprotein_ciii-0/apolipoprotein_ciii-2,1,2,4
APO CIII-1/2 RATIO (TEST:MCSQ-CDG5),apolipoprotein_ciii-1/apolipoprotein_ciii-2,1,2,4
APO CIII-1/2 RATIO BLOOD (TEST:EL:5290000146),apolipoprotein_ciii-1/apolipoprotein_ciii-2,1,2,4
APO-A1 (TEST:BC1-1989),apolipoprotein_a-i,1,23,166
APOLIPO A1+B (TEST:BC1-544),apolipoprotein_a-i_&_a-ii_&_b_&_c_panel,1,1,1
APOLIPOPROTEIN A-1 (TEST:BCFHFIB9),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A-1 (TEST:FC83.2290),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A-1 (TEST:FCFHFIB9),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A-1 (TEST:WC501.6750),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A-1 (TEST:WC953.1328),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:BCFIBRO9),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:FCFIBRO9),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:MCSQ-ALIPA1),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:MCSQ-I92688),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:NCAPOA1),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:WCFIBRO9),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 (TEST:WCI92688),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 BLOOD (TEST:EL:5200001149),apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN A1 BLOOD (TEST:EL:5200001515),apolipoprotein_a-i,1,23,166
"APOLIPOPROTEIN A1, S BLOOD (TEST:EL:5290003481)",apolipoprotein_a-i,1,23,166
"APOLIPOPROTEIN A1,MP (TEST:MCSQ-APOA1)",apolipoprotein_a-i,1,23,166
APOLIPOPROTEIN B (TEST:EL:5200001150),apolipoprotein_b,1,19,46
APOLIPOPROTEIN B (TEST:MCSQ-ALIPOB),apolipoprotein_b,1,19,46
APOLIPOPROTEIN B BLOOD (TEST:EL:5200001516),apolipoprotein_b,1,19,46
"APOLIPOPROTEIN B,MP (TEST:MCSQ-APOB)",apolipoprotein_b,1,19,46
APOLOPPROTEIN A1 BLOOD (TEST:EL:5200017153),apolipoprotein_a-i,1,23,166
APTT (TEST:BHPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:DCSQE-PTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:DHSQE-PTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:EL:5200011266),coagulation_surface_induced,1,4642,303996
APTT (TEST:EL:5210000396),coagulation_surface_induced,1,4642,303996
APTT (TEST:FHPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHAPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHMCAPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHPTTMDA),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHSQ-PTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:MHSQ-ZPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:NCAPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:NCAPTT1),coagulation_surface_induced,1,4642,303996
APTT (TEST:NHAPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:NHAPTT1),coagulation_surface_induced,1,4642,303996
APTT (TEST:NHSQE-PTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:NHSQE-ZPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:SHPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:VHSQE-PTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:VHSQE-ZPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:WHPTT),coagulation_surface_induced,1,4642,303996
APTT (TEST:WHZPTT),coagulation_surface_induced,1,4642,303996
APTT (X2) (TEST:MHPTT-X2),coagulation_surface_induced,1,4642,303996
APTT AFTER HEPZYME (TEST:BHPTTHPZ),aptt_after_hepzyme_test_mhsq-ptthpz,3,47,95
APTT AFTER HEPZYME (TEST:MHSQ-PTTHPZ),aptt_after_hepzyme_test_mhsq-ptthpz,3,47,95
APTT MIX 1:1 (TEST:EL:5200001554),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
APTT MIX 1:1 (TEST:FC70.0500),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
APTT MIX 1:1 (TEST:NCAPTTM),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
APTT MIX 1:1 (TEST:NCSQE-APTTM),coagulation_surface_induced_factor_substitution^immediately_after_addition_of_normal_plasma,1,17,81
ARACHADONIC ACID 0.5 MM (TEST:BH1-543),platelet_aggregation_arachidonate_induced^500_umol/l,1,11,53
ARACHADONIC ACID 0.5 MM CHRONO-LUME (TEST:BH1-544),arachadonic_acid_0.5_mm_chrono-lume_test_bh1-544,3,2,2
ARIXTRA LEVEL (TEST:DCSQE-ARIXT),fondaparinux,1,78,645
ART FIO2 (TEST:MCFIO2A),fio2,3,1724,231333
ART FIO2 (TEST:MCSQ-FIO2A),fio2,3,1724,231333
ART FIO2 (TEST:NCSQE-FIO2A),fio2,3,1724,231333
ART FIO2 (TEST:SCFIO2A),fio2,3,1724,231333
ART FIO2 (TEST:VCSQE-FIO2A),fio2,3,1724,231333
ART FIO2 (TEST:WCFIO2A),fio2,3,1724,231333
ART TEMP OUT (TEST:MCSQ-TEMPA),art_temp_out_test_mcsq-tempa,3,409,4711
ART TEMP OUT (TEST:MCTEMPA),art_temp_out_test_mcsq-tempa,3,409,4711
ART TEMP OUT (TEST:VCSQE-TEMPA),art_temp_out_test_mcsq-tempa,3,409,4711
ARTERIAL BICARBONATE (TEST:FCAHCO3),bicarbonate,1,1829,123009
ARTERIAL BICARBONATE BLOOD (TEST:EL:5200001085),bicarbonate,1,1829,123009
ARTERIAL BLD GAS O2 SATURATION (TEST:SC301.0100),oxygen_saturation,1,1383,166316
ARTERIAL BLOOD GAS PCO2 (TEST:SC300.9700),carbon_dioxide,1,5636,1337444
ARTERIAL BLOOD GAS PH (TEST:SC300.9600),ph,1,1807,153808
ARTERIAL BLOOD GAS PO2 (TEST:SC300.9800),oxygen,1,1250,189167
ARTERIAL BUN (TEST:BCBUNA),urea_nitrogen,1,5638,975657
ARTERIAL BUN (TEST:MCSQ-BUNA),urea_nitrogen,1,5638,975657
ARTERIAL BUN BLOOD (TEST:EL:520015858),urea_nitrogen,1,5638,975657
ARTERIAL OXYGEN SAT (TEST:FCAO2SAT),oxygen_saturation,1,1383,166316
ARTERIAL OXYGEN SAT BLOOD (TEST:EL:5200001454),oxygen_saturation,1,1383,166316
ARTERIAL PCO2 (TEST:FC90.0025),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:FCAPCO2C),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:MC/ACO2),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:MCSQ-APCO2C),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:NCSQE-APCO2C),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:SCAPCO2C),carbon_dioxide,1,5636,1337444
ARTERIAL PCO2 (TEST:VCSQE-APCO2C),carbon_dioxide,1,5636,1337444
ARTERIAL PH (TEST:FC90.0020),ph,1,1807,153808
ARTERIAL PH (TEST:FCAPHC),ph,1,1807,153808
ARTERIAL PH (TEST:MC/APH),ph,1,1807,153808
ARTERIAL PH (TEST:MCSQ-APHC),ph,1,1807,153808
ARTERIAL PH (TEST:NCPHIS),ph,1,1807,153808
ARTERIAL PH (TEST:NCSQE-APHC),ph,1,1807,153808
ARTERIAL PH (TEST:SCAPHC),ph,1,1807,153808
ARTERIAL PH (TEST:VCSQE-APHC),ph,1,1807,153808
ARTERIAL PO2 (TEST:FC90.0030),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:FCAPO2C),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:MC/APO2),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:MCSQ-APO2C),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:NCSQE-APO2C),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:SCAPO2C),oxygen,1,1250,189167
ARTERIAL PO2 (TEST:VCSQE-APO2C),oxygen,1,1250,189167
ASO2 (TEST:MCSQ-SO2A),oxygen_saturation,1,1383,166316
ASO2 (TEST:SCSO2A),oxygen_saturation,1,1383,166316
AST (SGOT) (TEST:MCPOL110),aspartate_aminotransferase,1,5835,545123
AST (SGOT) (TEST:MCSQ-AST4),aspartate_aminotransferase,1,5835,545123
AST (TEST:BCSGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:DHSQE-SGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:FCSGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:NCAST),aspartate_aminotransferase,1,5835,545123
AST (TEST:NHAST),aspartate_aminotransferase,1,5835,545123
AST (TEST:NHSQE-SGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:SCSGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:VCSQE-SGOT),aspartate_aminotransferase,1,5835,545123
AST (TEST:WC326.2235),aspartate_aminotransferase,1,5835,545123
AST (TEST:WCSGOT),aspartate_aminotransferase,1,5835,545123
AST / GOT (TEST:FC500.3850),aspartate_aminotransferase,1,5835,545123
AST / GOT (TEST:FC500.3900),aspartate_aminotransferase,1,5835,545123
AST BLOOD (TEST:EL:5200012878),aspartate_aminotransferase,1,5835,545123
AST/GOT (TEST:BC1-21),aspartate_aminotransferase,1,5835,545123
AST/SGOT (TEST:WC331.1400),aspartate_aminotransferase,1,5835,545123
AT3 AG (TEST:BH1-84),antithrombin_ag_actual/normal,1,272,743
AT3 AG (TEST:NCAT3AG),antithrombin_ag_actual/normal,1,272,743
AT3 AG (TEST:NHAT3AG),antithrombin_ag_actual/normal,1,272,743
AT3 FUNC (TEST:BH1-83),antithrombin_actual/normal,1,786,3367
AT3 FUNCTIONAL (TEST:NCAT3ACT),antithrombin_actual/normal,1,786,3367
AT3 FUNCTIONAL (TEST:NHAT3ACT),antithrombin_actual/normal,1,786,3367
ATIII (ANTIGEN) (TEST:BHAT3A),antithrombin_ag_actual/normal,1,272,743
ATIII (ANTIGEN) (TEST:DHSQE-AT3A),antithrombin_ag_actual/normal,1,272,743
ATIII (ANTIGEN) (TEST:MHSQ-AT3A),antithrombin_ag_actual/normal,1,272,743
ATIII (FUNCTIONAL) (TEST:BHAT3),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:DHSQE-AT3),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:FHAT3),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:MHATIIIF),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:MHSQ-AT3),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:VHSQE-AT3),antithrombin_actual/normal,1,786,3367
ATIII (FUNCTIONAL) (TEST:WHAT3),antithrombin_actual/normal,1,786,3367
AUTOLOGOUS HGB (TEST:NHAUH),hemoglobin^pre_therapeutic_phlebotomy,1,3,32
B NATRIUETIC PEPTIDE (TEST:WC326.0805),natriuretic_peptide_b,1,231,1334
B-NATRIURETIC PEP. (TEST:NCBNPCHF),natriuretic_peptide_b,1,231,1334
B-TYPE NATR PEPTIDE (TEST:BCBNPSHC),natriuretic_peptide_b,1,231,1334
B-TYPE NATR PEPTIDE BLOOD (TEST:EL:5290000344),natriuretic_peptide_b,1,231,1334
B-TYPE NATRIURETIC PEPTIDE (TEST:FC10.0288),natriuretic_peptide_b,1,231,1334
B-TYPE NATRIURETIC PEPTIDE (TEST:WC331.6060),natriuretic_peptide_b,1,231,1334
B2GLYCOPROTEIN I (TEST:MCSQ-B2GPRO),beta_2_glycoprotein_1_ab_iga_&_igg_&_igm_panel,1,6,6
B2GPI (TEST:BC1-1192),beta_2_glycoprotein_1_ab,1,74,120
BASE DEFICIT (TEST:BCBED),base_deficit,1,1601,104150
BASE DEFICIT (TEST:NCBD),base_deficit,1,1601,104150
BASE DEFICIT (TEST:NCSQE-BED),base_deficit,1,1601,104150
BASE DEFICIT (TEST:WCBED),base_deficit,1,1601,104150
BASE DEFICIT BLOOD (TEST:EL:5200001932),base_deficit,1,1601,104150
BASE DEFICIT VENOUS (TEST:BCBEDV),base_deficit,1,1601,104150
BASE DEFICIT VENOUS (TEST:NCSQE-BEDV),base_deficit,1,1601,104150
BASE DEFICIT VENOUS (TEST:WCBEDV),base_deficit,1,1601,104150
BASE DEFICIT VENOUS BLOOD (TEST:EL:5200001936),base_deficit,1,1601,104150
BASE EXCESS (TEST:BCBEX),base_excess,1,2995,258069
BASE EXCESS (TEST:EL:5200001967),base_excess,1,2995,258069
BASE EXCESS (TEST:MCSQ-BEX),base_excess,1,2995,258069
BASE EXCESS (TEST:NCBE),base_excess,1,2995,258069
BASE EXCESS (TEST:NCBEIS),base_excess,1,2995,258069
BASE EXCESS (TEST:NCSQE-BEX),base_excess,1,2995,258069
BASE EXCESS (TEST:SC301.0000),base_excess,1,2995,258069
BASE EXCESS (TEST:SCBEX),base_excess,1,2995,258069
BASE EXCESS (TEST:VCSQE-BEX),base_excess,1,2995,258069
BASE EXCESS (TEST:WCBEX),base_excess,1,2995,258069
BASE EXCESS VENOUS (TEST:BCBEXV),base_excess,1,2995,258069
BASE EXCESS VENOUS (TEST:EL:52000157232),base_excess,1,2995,258069
BASE EXCESS VENOUS (TEST:NCSQE-BEXV),base_excess,1,2995,258069
BASE EXCESS VENOUS (TEST:WCBEV),base_excess,1,2995,258069
"BASE EXCESS, UNSPECIFIED BLOOD (TEST:EL:5200001966)",base_excess,1,2995,258069
"BASE EXCESS, VENOUS BLOOD (TEST:EL:5200001971)",base_excess,1,2995,258069
BASE EXCESS-POC (TEST:MCSQ-BEX7),base_excess,1,2995,258069
BASE EXCESS-POC (TEST:NCSQE-BEX7),base_excess,1,2995,258069
BASE X (TEST:BC1-142),base_excess,1,2995,258069
BASE X (TEST:BCBEX8),base_x_test_el_5200001968,3,90,810
BASE X (TEST:EL:5200001968),base_x_test_el_5200001968,3,90,810
BASEDEF (TEST:BCBED8),basedef_test_el_5200001933,3,170,3677
BASEDEF (TEST:EL:5200001933),basedef_test_el_5200001933,3,170,3677
BASEX (TEST:BC1-142),base_excess,1,2995,258069
BC (TEST:BC1-132),bilirubin_glucuronidated+bilirubin_albumin_bound,1,5383,271083
BED (TEST:BC1-2451),base_deficit,1,1601,104150
BEDV (TEST:BC1-2452),base_deficit,1,1601,104150
BG SITE (TEST:NCBGSITE),bg_site_test_ncbgsite,3,140,984
BG SITE (TEST:NCSQE-BGSITE),bg_site_test_ncbgsite,3,140,984
BGAS OTHER (TEST:FCAOTH),service_comment_12,1,400,3795
BGAS OTHER BLOOD (TEST:EL:5200001458),service_comment_12,1,400,3795
BICARBONATE (TEST:EL:5200006583),bicarbonate,1,1829,123009
BICARBONATE (TEST:FC90.0035),bicarbonate,1,1829,123009
BICARBONATE (TEST:FC90.0140),bicarbonate,1,1829,123009
BICARBONATE (VENOUS) (TEST:NCSQE-HCO37V),bicarbonate,1,1829,123009
BICARBONATE - POC (TEST:MCSQ-HCO37),bicarbonate,1,1829,123009
BICARBONATE - POC (TEST:NCSQE-HCO37),bicarbonate,1,1829,123009
"BICARBONATE, WB VENOUS (TEST:NCSQE-HCO3V)",bicarbonate,1,1829,123009
BILD (TEST:BC3-32),bilirubin_glucuronidated+bilirubin_albumin_bound,1,5383,271083
BILI CONJUGATED (TEST:MCPOL127),bilirubin_glucuronidated,1,147,740
BILI CONJUGATED (TEST:MCSQ-BC4),bilirubin_glucuronidated,1,147,740
BILI UNCONJUGATED (TEST:MCPOL128),bilirubin_non-glucuronidated,1,147,809
BILI UNCONJUGATED (TEST:MCSQ-BU4),bilirubin_non-glucuronidated,1,147,809
BILIRUBIN INDIRECT (TEST:BCBILII),bilirubin_non-glucuronidated,1,147,809
"BILIRUBIN, TOTAL (TEST:BCFHFI10)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:BCFIBR14)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:FC83.2300)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:FCFHFI10)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:FCFIBR14)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:NCBILIT)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:WC501.6755)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:WC953.1330)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL (TEST:WCFIBR14)",bilirubin,1,5833,539024
"BILIRUBIN, TOTAL, S BLOOD (TEST:EL:5290003486)",bilirubin,1,5833,539024
"BILIRUBIN,DIRECT (TEST:SC400.3304)",bilirubin_glucuronidated,1,147,740
"BILIRUBIN,TOTAL (TEST:NCTBIL)",bilirubin,1,5833,539024
"BILIRUBIN,TOTAL (TEST:NHTBIL)",bilirubin,1,5833,539024
"BILIRUBIN,TOTAL (TEST:SC400.3200)",bilirubin,1,5833,539024
BIZZARE PLATELETS (TEST:FH601.0950),bizarre_platelets,1,199,705
BLEED TIME (TEST:BH1-50),bleeding_time,1,29,68
BLEEDING TIME (TEST:FH20.0480),bleeding_time,1,29,68
BLEEDING TIME (TEST:MH150),bleeding_time,1,29,68
BLEEDING TIME (TEST:MHBT),bleeding_time,1,29,68
BLEEDING TIME (TEST:MHSQ-BLED),bleeding_time,1,29,68
BLEEDING TIME (TEST:WH201.0500),bleeding_time,1,29,68
BLOOD GAS COMMENTS (TEST:NCBGCOM),service_comment_12,1,400,3795
BLOOD UREA NITROGEN (TEST:FC10.0205),urea_nitrogen,1,5638,975657
BLOOD UREA NITROGEN (TEST:FC10.3100),urea_nitrogen,1,5638,975657
BLOOD UREA NITROGEN (TEST:MC/BUN),urea_nitrogen,1,5638,975657
BNP POC (TEST:NCBNPPOC),natriuretic_peptide_b,1,231,1334
BRAIN NATRIURETIC PEPTIDE (TEST:BC1-1287),natriuretic_peptide_b,1,231,1334
BRAIN NATRIURETIC PEPTIDE (TEST:SC200.1150),natriuretic_peptide_b,1,231,1334
BRAIN NATRIURETIC PEPTIDE (TEST:SC200.1151),natriuretic_peptide_b,1,231,1334
"BRAIN NATRURETIC PEP, NI (TEST:MCSQ-BNP)",natriuretic_peptide_b,1,231,1334
BU (TEST:BC1-131),bilirubin_non-glucuronidated,1,147,809
BUN (ISTAT) (TEST:NCBUNIS),urea_nitrogen,1,5638,975657
BUN (STAT LAB) (TEST:MCSQ-XBUN),urea_nitrogen,1,5638,975657
BUN (TEST:DCSQE-PBUN),urea_nitrogen,1,5638,975657
BUN (TEST:DHSQE-BUN),urea_nitrogen,1,5638,975657
BUN (TEST:EL:5200002391),urea_nitrogen,1,5638,975657
BUN (TEST:MCPOL105),urea_nitrogen,1,5638,975657
BUN (TEST:MCSQ-BUN4),urea_nitrogen,1,5638,975657
BUN (TEST:MCSQ-BUN7),urea_nitrogen,1,5638,975657
BUN (TEST:NCBUN),urea_nitrogen,1,5638,975657
BUN (TEST:NCSQE-BUN7),urea_nitrogen,1,5638,975657
BUN (TEST:NHBUN),urea_nitrogen,1,5638,975657
BUN (TEST:NHSQE-BUN),urea_nitrogen,1,5638,975657
BUN (TEST:SC400.1000),urea_nitrogen,1,5638,975657
BUN (TEST:VCSQE-BUN),urea_nitrogen,1,5638,975657
BUN (TEST:WC331.0700),urea_nitrogen,1,5638,975657
BUN BLOOD (TEST:EL:5200002387),urea_nitrogen,1,5638,975657
BUN BLOOD (TEST:EL:5200010415),urea_nitrogen,1,5638,975657
"BUN, PERIPHERAL BLOOD (TEST:EL:5200015859)",urea_nitrogen,1,5638,975657
"BUN, VENOUS BLOOD (TEST:EL:5200015858)",urea_nitrogen,1,5638,975657
C REACTIVE PROTEIN (TEST:BCCRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:DCSQE-CRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:DHSQE-CRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:EL:5200003806),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:FCCRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:MCSQ-CRP),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:MCSQ-CRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:NCSQE-CRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:SCCRPT),c_reactive_protein,1,2605,53341
C REACTIVE PROTEIN (TEST:VCSQE-CRPT),c_reactive_protein,1,2605,53341
